Variable,IMF,Period_Minutes,Period_Hours,Period_Days,Dominant_Frequency_Hz,FFT_Period_Hours,Zero_Crossing_Period_Hours,Peak_Interval_Period_Hours,AutoCorr_Period_Hours,Time_Scale,Representative_Description
obs_wind_speed_10m,11,392377.5,6539.625,272.484375,4.247610188317798e-08,6539.625,5231.7,8841.75,5491.0,Seasonal,9.1 months - Seasonal variations
obs_wind_speed_10m,12,784755.0,13079.25,544.96875,2.123805094158899e-08,13079.25,inf,inf,inf,Seasonal,18.2 months - Seasonal variations
obs_wind_speed_70m,1,64.79152906208718,1.079858817701453,0.04499411740422721,0.00025723527300452586,1.079858817701453,0.8492192318929974,1.666634805327216,inf,Hourly,1.1 hours - Intra-daily variation
obs_wind_speed_70m,2,159.5030487804878,2.6583841463414632,0.11076600609756097,0.00010449121063261783,2.6583841463414632,2.3422725644699143,4.49115728021978,inf,Hourly,2.7 hours - Intra-daily variation
obs_wind_speed_70m,3,514.2562254259502,8.570937090432503,0.35712237876802094,3.24092657368648e-05,8.570937090432503,6.27151762167346,11.762483130904183,inf,Semi-diurnal,8.6 hours - Intra-daily variation
obs_wind_speed_70m,4,1439.9174311926604,23.998623853211008,0.9999426605504587,1.1574737763166e-05,23.998623853211008,16.50378548895899,31.447653429602887,911.75,Daily,24.0 hours - Intra-daily variation
obs_wind_speed_70m,5,3018.2884615384614,50.30480769230769,2.096033653846154,5.521893244813137e-06,50.30480769230769,39.63409090909091,78.30630630630631,794.25,Several Days,2.1 days - Multi-day weather patterns
obs_wind_speed_70m,6,7334.158878504673,122.23598130841123,5.093165887850468,2.2724714507500217e-06,122.23598130841123,102.98622047244095,201.13953488372093,849.0,Weekly,5.1 days - Multi-day weather patterns
obs_wind_speed_70m,7,17835.340909090908,297.2556818181818,12.385653409090908,9.344742414299156e-07,297.2556818181818,242.20833333333334,496.53846153846155,853.0,Monthly,12 days - Weekly to monthly cycles
obs_wind_speed_70m,8,31390.199999999997,523.17,21.79875,5.309512735397248e-07,523.17,533.8469387755102,1074.6739130434783,1106.5,Monthly,22 days - Weekly to monthly cycles
obs_wind_speed_70m,9,98094.375,1634.90625,68.12109375,1.6990440753271192e-07,1634.90625,1245.6428571428573,2604.0555555555557,1922.25,Seasonal,2.3 months - Seasonal variations
obs_wind_speed_70m,10,261584.99999999997,4359.749999999999,181.65624999999997,6.371415282476697e-08,4359.749999999999,3736.9285714285716,7060.833333333333,4392.5,Seasonal,6.1 months - Seasonal variations
obs_wind_speed_70m,11,261584.99999999997,4359.749999999999,181.65624999999997,6.371415282476697e-08,4359.749999999999,5231.7,8731.75,9477.75,Seasonal,6.1 months - Seasonal variations
obs_wind_speed_70m,12,784755.0,13079.25,544.96875,2.123805094158899e-08,13079.25,inf,inf,inf,Seasonal,18.2 months - Seasonal variations
power,1,79.41256830601093,1.323542805100182,0.05514761687917425,0.0002098744194047824,1.323542805100182,0.886038004267859,1.8163321991528365,inf,Hourly,1.3 hours - Intra-daily variation
power,2,197.42264150943396,3.290377358490566,0.13709905660377358,8.442125249281623e-05,3.290377358490566,2.3032931231839395,5.203641066454437,inf,Several Hours,3.3 hours - Intra-daily variation
power,3,480.26621787025704,8.004436964504285,0.3335182068543452,3.470297523855641e-05,8.004436964504285,6.590702947845805,14.400881057268723,inf,Semi-diurnal,8.0 hours - Intra-daily variation
power,4,1439.9174311926604,23.998623853211008,0.9999426605504587,1.1574737763166e-05,23.998623853211008,16.650859325270527,34.16797385620915,747.0,Daily,24.0 hours - Intra-daily variation
power,5,3633.125,60.552083333333336,2.5230034722222223,4.587419003383221e-06,60.552083333333336,40.36805555555556,82.08675078864353,2163.5,Several Days,2.5 days - Multi-day weather patterns
power,6,7334.158878504673,122.23598130841123,5.093165887850468,2.2724714507500217e-06,122.23598130841123,101.38953488372093,195.24436090225564,859.0,Weekly,5.1 days - Multi-day weather patterns
power,7,19618.875,326.98125,13.624218749999999,8.495220376635596e-07,326.98125,233.55803571428572,451.06140350877195,665.75,Monthly,14 days - Weekly to monthly cycles
power,8,41302.89473684211,688.3815789473684,28.682565789473685,4.035229678901908e-07,688.3815789473684,544.96875,990.58,1518.0,Monthly,29 days - Weekly to monthly cycles
power,9,87195.0,1453.25,60.552083333333336,1.9114245847430092e-07,1453.25,1376.7631578947369,3363.0,1936.75,Seasonal,2.0 months - Seasonal variations
power,10,261584.99999999997,4359.749999999999,181.65624999999997,6.371415282476697e-08,4359.749999999999,4359.75,5298.5,3917.25,Seasonal,6.1 months - Seasonal variations
power,11,784755.0,13079.25,544.96875,2.123805094158899e-08,13079.25,inf,8264.0,inf,Seasonal,18.2 months - Seasonal variations
