Variable,IMF,Mean,Std,Energy,Energy_Ratio,RMS,Max_Amplitude,Zero_Crossings,Zero_Crossing_Rate,Dominant_Period_Hours,Persistence,Interpretation
obs_wind_speed_10m,12,-0.10336808836348223,0.5450587410387426,16101.811985223581,0.499889602591901,0.5547738213674649,2.513559537649435,11,0.00021025670432173098,2378.0454545454545,0.9999999467783576,Long-term trends and climate patterns
obs_wind_speed_70m,1,-0.0001185783598205487,0.12107660696544151,766.9441385291376,0.07802919651274651,0.12107666503125784,1.232967538554898,33401,0.6384349255500125,0.7831651746953684,-0.38360989540184537,High-freq noise/measurement errors
obs_wind_speed_70m,2,0.0002548339608164962,0.11745328305844088,721.7307317101712,0.07342916682550762,0.1174535595099349,1.7242748354302828,15316,0.29275378939923924,1.7079198224079395,0.6732780925497289,High-freq noise/measurement errors
obs_wind_speed_70m,3,-5.560416581238744e-05,0.17352895646048053,1575.3852944261046,0.16028031579694424,0.17352896536914694,3.2099677989909923,7275,0.13905613854005391,3.5956701030927833,0.9329923873675143,Short-term fluctuations (< 6h)
obs_wind_speed_70m,4,-0.04123038928334975,1.2654842980160372,83872.02227709882,8.533172338642967,1.266155777748378,67.33868390553667,3440,0.0657530057151595,7.60421511627907,0.999428965118584,Daily cycles and sub-daily patterns
obs_wind_speed_70m,5,-0.006612886304257039,0.995546711238125,51854.3599592542,5.275682856202726,0.9955686739358163,54.002043533537375,1647,0.031481162910717356,15.882513661202186,0.9993231576975614,Daily cycles and sub-daily patterns
obs_wind_speed_70m,6,0.09279603388272305,1.4281488588201467,107156.73970098246,10.902168593176519,1.43116046160228,30.712943014090552,818,0.015635453103197812,31.978606356968214,0.9999232482397872,Weekly and multi-day patterns
obs_wind_speed_70m,7,-0.049564490015126174,0.9142256382674067,43855.51818402564,4.461877566614528,0.9155682150096228,17.539300181279614,447,0.00854406789380125,58.52013422818792,0.999959182558877,Weekly and multi-day patterns
obs_wind_speed_70m,8,0.10771133446407827,0.8983571491307643,42829.170740024456,4.357456576381899,0.9047913013321839,12.238677316983596,222,0.00424336257812948,117.83108108108108,0.9999906092632771,Weekly and multi-day patterns
obs_wind_speed_70m,9,-0.27720019850503547,1.4594316902558202,115452.15156217595,11.746147039263363,1.4855237489095188,17.163474854545008,114,0.0021790240266070303,229.46052631578948,0.9999991921630494,Monthly and seasonal patterns
obs_wind_speed_70m,10,0.5398354345079523,2.321414416998486,297180.81671333825,30.235292483772714,2.383356287213225,18.54902726466128,49,0.0009365980465240744,533.8469387755102,0.9999999452604622,Monthly and seasonal patterns
obs_wind_speed_70m,11,-0.22391911088470995,2.0570241032825467,223994.60401836416,22.789298589938632,2.0691756642935766,12.217555464745603,29,0.0005543131295754726,902.0172413793103,0.9999998987209916,Monthly and seasonal patterns
obs_wind_speed_70m,12,-0.14188552657071993,0.4903866192817525,13634.361569953126,1.387165276871456,0.5105002830761575,2.380164915865766,6,0.00011468547508458054,4359.75,0.9999999093937175,Long-term trends and climate patterns
power,1,-0.00013279479965311035,0.07010120532160799,257.09602467322924,0.01013264384613051,0.07010133110006582,1.8883077693389942,31990,0.6114647246592886,0.8177086589559237,-0.19052725998048003,High-freq noise/measurement errors
power,2,-0.00021975120922220634,0.08736995554369628,399.3648236625433,0.015739728095712675,0.08737023190023831,2.286119891562164,15449,0.29529598409694746,1.6932163894103178,0.7040629493228711,High-freq noise/measurement errors
power,3,-0.0017688411971238283,0.12840995681406767,862.8248239461017,0.034005569140005694,0.1284221390889101,2.362672501020131,7381,0.1410822485998815,3.5440319739872645,0.9297161375751166,Short-term fluctuations (< 6h)
power,4,0.003885727005879747,0.33630615460323454,5917.93834824969,0.23323721812652326,0.33632860196298936,17.77618737608332,3368,0.06437678001414454,7.7667755344418055,0.9940219939414845,Daily cycles and sub-daily patterns
power,5,-0.03258761156794058,0.547563265350524,15741.530395220154,0.6204036849287484,0.5485321157316418,23.089804148558652,1634,0.031232677714700768,16.00887392900857,0.998637682532325,Daily cycles and sub-daily patterns
power,6,-0.12201273731919049,1.5850646671780422,132221.64909761047,5.211106942462326,1.5897537882340018,33.679375748194055,853,0.016304451707857867,30.66647127784291,0.9999473853375891,Weekly and multi-day patterns
power,7,0.04550247615368974,1.5501340916176247,125821.66183944247,4.9588712589693085,1.5508017853134282,36.09632835266066,453,0.00865875336888583,57.74503311258278,0.9999787811439559,Weekly and multi-day patterns
power,8,0.1122709516781653,1.864269660235161,182487.24854258474,7.192169922862483,1.867647218471423,30.91452680210422,231,0.004415390790756351,113.24025974025975,0.9999960740477372,Weekly and multi-day patterns
power,9,-0.25922039997765034,1.436620710154751,111491.41313867936,4.394088872715529,1.4598199480107519,22.336930809571687,117,0.0022363667641493207,223.57692307692307,0.9999980770281627,Monthly and seasonal patterns
power,10,-0.8893694102455973,2.949188150504528,496419.72645406116,19.56484660836648,3.080371518982235,17.097364561201953,60,0.0011468547508458053,435.975,0.999999927634152,Monthly and seasonal patterns
power,11,1.917320337576921,4.003426074060764,1030829.9770040262,40.62697210574301,4.438866703039827,21.068884784156136,24,0.00045874190033832216,1089.9375,0.9999999154962704,Monthly and seasonal patterns
power,12,-0.7737328612044478,2.777272829960034,434854.03394345124,17.13842544474375,2.8830377924234423,11.99141281154941,9,0.0001720282126268708,2906.5,0.999999987119018,Long-term trends and climate patterns
