IMF,Variable1,Variable2,Pearson_Correlation,Pearson_P_Value,Spearman_Correlation,Spearman_P_Value
3,obs_wind_speed_50m,obs_wind_speed_70m,0.9386316584416938,0.0,0.9191986139486364,0.0
3,obs_wind_speed_50m,power,0.47078644195859665,0.0,0.4541353929672752,0.0
3,obs_wind_speed_70m,power,0.47915728908424127,0.0,0.45558379499637675,0.0
4,obs_wind_speed_10m,obs_wind_speed_30m,0.8758027459588138,0.0,0.839593240577783,0.0
4,obs_wind_speed_10m,obs_wind_speed_50m,0.8784536449231201,0.0,0.84739382576366,0.0
4,obs_wind_speed_10m,obs_wind_speed_70m,0.8487284715921819,0.0,0.8197017576135935,0.0
4,obs_wind_speed_10m,power,0.672788308827856,0.0,0.6528441060791685,0.0
4,obs_wind_speed_30m,obs_wind_speed_50m,0.9576784565900445,0.0,0.9504330673156675,0.0
4,obs_wind_speed_30m,obs_wind_speed_70m,0.9177910388489992,0.0,0.9074364708480958,0.0
4,obs_wind_speed_30m,power,0.6235308457103915,0.0,0.6126128560156112,0.0
4,obs_wind_speed_50m,obs_wind_speed_70m,0.9416681955040038,0.0,0.9407495748133867,0.0
4,obs_wind_speed_50m,power,0.6511035617484418,0.0,0.64105517083213,0.0
4,obs_wind_speed_70m,power,0.6663358726488331,0.0,0.6554336730971461,0.0
5,obs_wind_speed_10m,obs_wind_speed_30m,0.8848013498561158,0.0,0.8803655083543982,0.0
5,obs_wind_speed_10m,obs_wind_speed_50m,0.8924938399769936,0.0,0.886163817602848,0.0
5,obs_wind_speed_10m,obs_wind_speed_70m,0.872004393358851,0.0,0.8688052115817816,0.0
5,obs_wind_speed_10m,power,0.8077762311605278,0.0,0.7931495482206283,0.0
5,obs_wind_speed_30m,obs_wind_speed_50m,0.9576115510693337,0.0,0.95411632091471,0.0
5,obs_wind_speed_30m,obs_wind_speed_70m,0.9279094874423145,0.0,0.9287697700390386,0.0
5,obs_wind_speed_30m,power,0.7445492631955394,0.0,0.7476154492524285,0.0
5,obs_wind_speed_50m,obs_wind_speed_70m,0.9612906982278698,0.0,0.9557580365246263,0.0
5,obs_wind_speed_50m,power,0.7755784807486997,0.0,0.7680468804626333,0.0
5,obs_wind_speed_70m,power,0.7843555595377756,0.0,0.7662715214080714,0.0
6,obs_wind_speed_10m,obs_wind_speed_30m,0.866439487839316,0.0,0.8636639515827651,0.0
6,obs_wind_speed_10m,obs_wind_speed_50m,0.8440299082116322,0.0,0.8468731906319569,0.0
6,obs_wind_speed_10m,obs_wind_speed_70m,0.8189055180008877,0.0,0.8260913150053452,0.0
6,obs_wind_speed_10m,power,0.7940037471972496,0.0,0.8140834108830555,0.0
6,obs_wind_speed_30m,obs_wind_speed_50m,0.9567989673292098,0.0,0.9571414013776359,0.0
6,obs_wind_speed_30m,obs_wind_speed_70m,0.9231627651601304,0.0,0.9316393623770787,0.0
6,obs_wind_speed_30m,power,0.7397107361609949,0.0,0.7587878910077532,0.0
6,obs_wind_speed_50m,obs_wind_speed_70m,0.9597590316315776,0.0,0.9620869944254764,0.0
6,obs_wind_speed_50m,power,0.7270306683481936,0.0,0.7527755024720056,0.0
6,obs_wind_speed_70m,power,0.7312120129484618,0.0,0.7468378932975227,0.0
7,obs_wind_speed_10m,obs_wind_speed_30m,0.7906312008728861,0.0,0.8380939666583588,0.0
7,obs_wind_speed_10m,obs_wind_speed_50m,0.7750647521607309,0.0,0.8239481529431794,0.0
7,obs_wind_speed_10m,obs_wind_speed_70m,0.778308303757045,0.0,0.8287349718673276,0.0
7,obs_wind_speed_10m,power,0.7926033750884076,0.0,0.8153907336890628,0.0
7,obs_wind_speed_30m,obs_wind_speed_50m,0.9527933432083592,0.0,0.9495898729233375,0.0
7,obs_wind_speed_30m,obs_wind_speed_70m,0.9340139249862891,0.0,0.9323290917957705,0.0
7,obs_wind_speed_30m,power,0.7384362311251805,0.0,0.7428667999135643,0.0
7,obs_wind_speed_50m,obs_wind_speed_70m,0.9583693086649584,0.0,0.9489850433559385,0.0
7,obs_wind_speed_50m,power,0.7267638553041678,0.0,0.7271672201465612,0.0
7,obs_wind_speed_70m,power,0.7588756104409261,0.0,0.7440600534582188,0.0
8,obs_wind_speed_10m,obs_wind_speed_30m,0.7684712186823203,0.0,0.8071852924800046,0.0
8,obs_wind_speed_10m,obs_wind_speed_50m,0.7034646965417329,0.0,0.7488307864108429,0.0
8,obs_wind_speed_10m,obs_wind_speed_70m,0.6974651962308258,0.0,0.7211291361734428,0.0
8,obs_wind_speed_10m,power,0.7326635378520975,0.0,0.7610589112035899,0.0
8,obs_wind_speed_30m,obs_wind_speed_50m,0.9550319521114834,0.0,0.941103252916488,0.0
8,obs_wind_speed_30m,obs_wind_speed_70m,0.9305371393812237,0.0,0.9069930418853622,0.0
8,obs_wind_speed_30m,power,0.6910979771282733,0.0,0.7056908731092728,0.0
8,obs_wind_speed_50m,obs_wind_speed_70m,0.9552120455793504,0.0,0.9541234672235361,0.0
8,obs_wind_speed_50m,power,0.6146348912875537,0.0,0.6290269563912646,0.0
8,obs_wind_speed_70m,power,0.6175121694299898,0.0,0.6462304765922648,0.0
9,obs_wind_speed_10m,obs_wind_speed_30m,0.8071824578877407,0.0,0.7788412958750436,0.0
9,obs_wind_speed_10m,obs_wind_speed_50m,0.8140989084302375,0.0,0.7844998409820505,0.0
9,obs_wind_speed_10m,obs_wind_speed_70m,0.81440740522684,0.0,0.793877494289474,0.0
9,obs_wind_speed_10m,power,0.6752522911516892,0.0,0.7259450916189255,0.0
9,obs_wind_speed_30m,obs_wind_speed_50m,0.9726060862101523,0.0,0.9692023664099191,0.0
9,obs_wind_speed_30m,obs_wind_speed_70m,0.9442167424487615,0.0,0.9283273630199154,0.0
9,obs_wind_speed_30m,power,0.5037448616311181,0.0,0.5483925469917567,0.0
9,obs_wind_speed_50m,obs_wind_speed_70m,0.9604806254918223,0.0,0.9417689790976002,0.0
9,obs_wind_speed_50m,power,0.5654777557006588,0.0,0.6084931161861619,0.0
9,obs_wind_speed_70m,power,0.5679968960873568,0.0,0.6281990062823446,0.0
10,obs_wind_speed_10m,obs_wind_speed_30m,0.7498816530740231,0.0,0.7204240836305484,0.0
10,obs_wind_speed_10m,obs_wind_speed_50m,0.8269498893745915,0.0,0.7656290587952551,0.0
10,obs_wind_speed_10m,obs_wind_speed_70m,0.807335247817257,0.0,0.7386777078722967,0.0
10,obs_wind_speed_10m,power,0.5271226035536011,0.0,0.5247727577452821,0.0
10,obs_wind_speed_30m,obs_wind_speed_50m,0.9326197741861506,0.0,0.9305502193690738,0.0
10,obs_wind_speed_30m,obs_wind_speed_70m,0.8756524586785898,0.0,0.9180123656353538,0.0
10,obs_wind_speed_30m,power,0.4678780071080759,0.0,0.535062301987948,0.0
10,obs_wind_speed_50m,obs_wind_speed_70m,0.9376572206826708,0.0,0.9564030829988902,0.0
10,obs_wind_speed_50m,power,0.6009771846521035,0.0,0.5665170209828612,0.0
10,obs_wind_speed_70m,power,0.7446196302444932,0.0,0.6678609022506642,0.0
11,obs_wind_speed_10m,obs_wind_speed_30m,0.9489891125020009,0.0,0.963072909442038,0.0
11,obs_wind_speed_10m,obs_wind_speed_50m,0.9962255675582443,0.0,0.9926806928981297,0.0
11,obs_wind_speed_10m,obs_wind_speed_70m,0.9832964166796192,0.0,0.9774923461843635,0.0
11,obs_wind_speed_10m,power,0.962021355150332,0.0,0.9446864806140268,0.0
11,obs_wind_speed_30m,obs_wind_speed_50m,0.9460551431269497,0.0,0.9635222896305113,0.0
11,obs_wind_speed_30m,obs_wind_speed_70m,0.9204791453870191,0.0,0.9308146447059564,0.0
11,obs_wind_speed_30m,power,0.8898972231272033,0.0,0.8981411134575,0.0
11,obs_wind_speed_50m,obs_wind_speed_70m,0.9891555635355241,0.0,0.9814592125091963,0.0
11,obs_wind_speed_50m,power,0.9681405107950241,0.0,0.9552043978997539,0.0
11,obs_wind_speed_70m,power,0.9546337293652787,0.0,0.9332258625361932,0.0
12,obs_wind_speed_10m,obs_wind_speed_30m,0.4893238292360144,0.0,0.5893481869283582,0.0
12,obs_wind_speed_10m,obs_wind_speed_50m,0.38836815912956724,0.0,0.503136921310442,0.0
12,obs_wind_speed_10m,obs_wind_speed_70m,0.7336490188018001,0.0,0.7845323162825878,0.0
12,obs_wind_speed_10m,power,0.9409040079585419,0.0,0.9295718241337696,0.0
12,obs_wind_speed_30m,obs_wind_speed_50m,0.9931702471142313,0.0,0.9927552468999878,0.0
12,obs_wind_speed_30m,obs_wind_speed_70m,0.9505481258563963,0.0,0.953480680510973,0.0
12,obs_wind_speed_30m,power,0.18066671437546494,0.0,0.2793649938908584,0.0
12,obs_wind_speed_50m,obs_wind_speed_70m,0.9092964563067032,0.0,0.9160162270235758,0.0
12,obs_wind_speed_50m,power,0.07325791307975264,3.5139233149569627e-63,0.17622236069922664,0.0
12,obs_wind_speed_70m,power,0.47343716228254756,0.0,0.5342702472849505,0.0
